Formation,Well Name,Depth,GR,ILD_log10,DeltaPHI,PHIND,PE,NM_M,RELPOS,Facies
B1 SH,ALEXANDER D,2954.5,85.24,0.667,6.9,19.51,,1,0.063,3
B1 SH,ALEXANDER D,2955,78.97,0.721,8.5,20.405,,1,0.031,3
B1 SH,ALEXANDER D,2955.5,78.97,0.721,8.5,20.405,,1,0.031,2
B1 LM,ALEXANDER D,2956,67.92,0.795,9.2,19.835,,2,1,8
B1 LM,ALEXANDER D,2956.5,50.23,0.878,5.1,11.71,,2,0.952,8
B1 LM,ALEXANDER D,2957,28.31,0.957,5.4,8.42,,2,0.905,8
B1 LM,ALEXANDER D,2957.5,23.76,0.983,4.4,7.42,,2,0.857,8
B1 LM,ALEXANDER D,2958,21.89,1.004,4.3,7.245,,2,0.81,8
B1 LM,ALEXANDER D,2958.5,20.94,1.016,3.3,7.44,,2,0.762,8
B1 LM,ALEXANDER D,2959,20.93,1.015,3,7.31,,2,0.714,8
B1 LM,ALEXANDER D,2959.5,22.27,0.922,2.8,7.005,,2,0.667,8
B1 LM,ALEXANDER D,2960,26.48,0.885,2.7,6.79,,2,0.619,8
B1 LM,ALEXANDER D,2960.5,27.04,0.866,3.3,6.84,,2,0.571,8
B1 LM,ALEXANDER D,2961,29.7,0.848,4.4,7.2,,2,0.524,6
B1 LM,ALEXANDER D,2961.5,36.65,0.834,5.8,7.665,,2,0.476,5
B1 LM,ALEXANDER D,2962,38.96,0.894,6.6,7.855,,2,0.429,5
B1 LM,ALEXANDER D,2962.5,38.94,0.947,6.9,7.745,,2,0.381,5
B1 LM,ALEXANDER D,2963,38.93,0.97,6,6.96,,2,0.333,6
B1 LM,ALEXANDER D,2963.5,39.54,0.914,4.9,5.64,,2,0.286,6
B1 LM,ALEXANDER D,2964,40.03,0.868,4.3,4.76,,2,0.238,8
B1 LM,ALEXANDER D,2964.5,41.75,0.827,4.2,4.53,,2,0.19,8
B1 LM,ALEXANDER D,2965,44.91,0.785,4.2,4.57,,2,0.143,8
B1 LM,ALEXANDER D,2965.5,58.36,0.741,4.3,4.625,,2,0.095,8
B1 LM,ALEXANDER D,2966,71.82,0.716,4.5,5.065,,2,0.048,4
B2 SH,ALEXANDER D,2966.5,81.13,0.697,7,7.925,,1,1,3
B2 SH,ALEXANDER D,2967,88.32,0.68,9.6,11.79,,1,0.957,3
B2 SH,ALEXANDER D,2967.5,90.49,0.663,7.7,13.675,,1,0.913,3
B2 SH,ALEXANDER D,2968,90.26,0.638,7,14.01,,1,0.87,3
B2 SH,ALEXANDER D,2968.5,89.38,0.61,6.9,13.45,,1,0.826,3
B2 SH,ALEXANDER D,2969,88.92,0.561,8.6,12.73,,1,0.783,3
B2 SH,ALEXANDER D,2969.5,89.37,0.5,9.8,12.52,,1,0.739,3
B2 SH,ALEXANDER D,2970,92.6,0.418,9.4,13.625,,1,0.696,3
B2 SH,ALEXANDER D,2970.5,101.17,0.384,10.2,14.655,,1,0.652,3
B2 SH,ALEXANDER D,2971,110.95,0.352,12.7,16.07,,1,0.609,3
B2 SH,ALEXANDER D,2971.5,112.65,0.344,16.5,18.115,,1,0.565,3
B2 SH,ALEXANDER D,2972,113.04,0.378,15.5,19.145,,1,0.522,3
B2 SH,ALEXANDER D,2972.5,112.5,0.413,8.1,22.875,,1,0.478,3
B2 SH,ALEXANDER D,2973,109.7,0.449,6.5,22.745,,1,0.435,3
B2 SH,ALEXANDER D,2973.5,105.04,0.473,6.4,22.595,,1,0.391,3
B2 SH,ALEXANDER D,2974,98.57,0.497,6.3,22.305,,1,0.348,3
B2 SH,ALEXANDER D,2974.5,88.41,0.509,5.3,18.38,,1,0.304,3
B2 SH,ALEXANDER D,2975,81.26,0.519,4,15.185,,1,0.261,2
B2 SH,ALEXANDER D,2975.5,77.18,0.521,2.7,14.155,,1,0.217,2
B2 SH,ALEXANDER D,2976,73.22,0.524,0.1,13.19,,1,0.174,2
B2 SH,ALEXANDER D,2976.5,69.67,0.56,-4.4,15.205,,1,0.13,2
B2 SH,ALEXANDER D,2977,64.08,0.618,-4.7,20.42,,1,0.087,3
B2 SH,ALEXANDER D,2977.5,58.49,0.679,-1.4,20.12,,1,0.043,3
B2 LM,ALEXANDER D,2978,37.39,0.728,1.4,11.565,,2,1,5
B2 LM,ALEXANDER D,2978.5,15.38,0.759,1.2,11.245,,2,0.95,5
B2 LM,ALEXANDER D,2979,13.87,0.769,1.7,10.85,,2,0.9,8
B2 LM,ALEXANDER D,2979.5,13.94,0.771,3.3,9.9,,2,0.85,8
B2 LM,ALEXANDER D,2980,15.34,0.771,3.2,9.74,,2,0.8,8
B2 LM,ALEXANDER D,2980.5,18.94,0.769,2.8,9.505,,2,0.75,8
B2 LM,ALEXANDER D,2981,21.24,0.764,1.4,9.565,,2,0.7,8
B2 LM,ALEXANDER D,2981.5,22.62,0.764,0.6,9.815,,2,0.65,8
B2 LM,ALEXANDER D,2982,21.9,0.77,0.6,9.76,,2,0.6,8
B2 LM,ALEXANDER D,2982.5,21.67,0.806,0.6,9.64,,2,0.55,8
B2 LM,ALEXANDER D,2983,21.78,0.857,0.3,9.21,,2,0.5,8
B2 LM,ALEXANDER D,2983.5,22.17,0.885,0.7,8.565,,2,0.45,8
B2 LM,ALEXANDER D,2984,22.56,0.906,0.8,7.955,,2,0.4,8
B2 LM,ALEXANDER D,2984.5,23.93,0.915,1,7.5,,2,0.35,8
B2 LM,ALEXANDER D,2985,27.17,0.91,0.9,7.26,,2,0.3,8
B2 LM,ALEXANDER D,2985.5,31.22,0.851,0.5,7.01,,2,0.25,8
B2 LM,ALEXANDER D,2986,37.79,0.785,-0.1,7.075,,2,0.2,8
B2 LM,ALEXANDER D,2986.5,51.83,0.672,-0.2,7.25,,2,0.15,6
B2 LM,ALEXANDER D,2987,69.13,0.534,4.5,9.81,,2,0.1,6
B2 LM,ALEXANDER D,2987.5,87.71,0.391,9.1,12.365,,2,0.05,8
B3 SH,ALEXANDER D,2988,94.42,0.33,8.8,18.165,,1,1,3
B3 SH,ALEXANDER D,2988.5,100.7,0.31,5.9,23.165,,1,0.963,3
B3 SH,ALEXANDER D,2989,103.11,0.292,7.3,22.76,,1,0.926,3
B3 SH,ALEXANDER D,2989.5,104.14,0.312,6.4,21.565,,1,0.889,3
B3 SH,ALEXANDER D,2990,102.97,0.324,5,20.26,,1,0.852,3
B3 SH,ALEXANDER D,2990.5,99,0.346,4.1,19.565,,1,0.815,3
B3 SH,ALEXANDER D,2991,96.66,0.369,3.5,19.015,,1,0.778,3
B3 SH,ALEXANDER D,2991.5,94.79,0.393,9.2,15.415,,1,0.741,3
B3 SH,ALEXANDER D,2992,82.52,0.428,7.9,15.64,,1,0.704,2
B3 SH,ALEXANDER D,2992.5,77.61,0.456,2.6,13.58,,1,0.667,2
B3 SH,ALEXANDER D,2993,75.55,0.494,2.7,12,,1,0.63,2
B3 SH,ALEXANDER D,2993.5,74.77,0.537,3.5,11.51,,1,0.593,2
B3 SH,ALEXANDER D,2994,76.3,0.569,5.2,12.03,,1,0.556,2
B3 SH,ALEXANDER D,2994.5,79.38,0.606,4.8,13.775,,1,0.519,2
B3 SH,ALEXANDER D,2995,80.76,0.638,4.4,14.53,,1,0.481,2
B3 SH,ALEXANDER D,2995.5,80.75,0.655,4.2,13.82,,1,0.444,2
B3 SH,ALEXANDER D,2996,78.97,0.67,4,11.185,,1,0.407,2
B3 SH,ALEXANDER D,2996.5,74.62,0.661,4.2,10.615,,1,0.37,2
B3 SH,ALEXANDER D,2997,72.21,0.643,3.7,10.69,,1,0.333,2
B3 SH,ALEXANDER D,2997.5,72.65,0.624,2.6,11.085,,1,0.296,2
B3 SH,ALEXANDER D,2998,78.02,0.604,2.9,11.185,,1,0.259,2
B3 SH,ALEXANDER D,2998.5,83.45,0.589,5.3,11.95,,1,0.222,2
B3 SH,ALEXANDER D,2999,84.37,0.571,7.1,12.69,,1,0.185,2
B3 SH,ALEXANDER D,2999.5,76.3,0.563,8.1,12.975,,1,0.148,2
B3 SH,ALEXANDER D,3000,67.17,0.616,9,13.23,,1,0.111,3
B3 SH,ALEXANDER D,3000.5,58.04,0.69,9.3,12.135,,1,0.074,3
B3 SH,ALEXANDER D,3001,47.67,0.749,8.3,9.755,,1,0.037,3
B3 SH,ALEXANDER D,3001.5,36.2,0.787,5,8.545,,1,0,3
B3 LM,ALEXANDER D,3002,36.2,0.787,5,8.545,,2,1,8
B3 LM,ALEXANDER D,3002.5,33.43,0.803,2.3,8.365,,2,0.667,8
B3 LM,ALEXANDER D,3003,34.13,0.797,2.2,8.58,,2,0.333,8
B4 SH,ALEXANDER D,3003.5,38.89,0.784,5.1,8.17,,1,1,2
B4 SH,ALEXANDER D,3004,50.61,0.766,5.6,7.995,,1,0.958,2
B4 SH,ALEXANDER D,3004.5,59.35,0.747,5.1,8.205,,1,0.917,2
B4 SH,ALEXANDER D,3005,64.74,0.728,4.5,8.505,,1,0.875,2
B4 SH,ALEXANDER D,3005.5,71.24,0.707,4,8.925,,1,0.833,2
B4 SH,ALEXANDER D,3006,72.62,0.685,4.3,9.675,,1,0.792,2
B4 SH,ALEXANDER D,3006.5,77.63,0.661,4.8,10.675,,1,0.75,2
B4 SH,ALEXANDER D,3007,84.78,0.617,4.8,11.425,,1,0.708,2
B4 SH,ALEXANDER D,3007.5,88.14,0.589,5,11.935,,1,0.667,2
B4 SH,ALEXANDER D,3008,89.78,0.554,5.3,12.21,,1,0.625,2
B4 SH,ALEXANDER D,3008.5,86.7,0.52,4.8,11.29,,1,0.583,2
B4 SH,ALEXANDER D,3009,78.2,0.493,4.9,10.755,,1,0.542,2
B4 SH,ALEXANDER D,3009.5,73.68,0.47,4.4,10.79,,1,0.5,2
B4 SH,ALEXANDER D,3010,72.57,0.456,3.7,11.08,,1,0.458,2
B4 SH,ALEXANDER D,3010.5,77.21,0.444,3.5,11.495,,1,0.417,2
B4 SH,ALEXANDER D,3011,81.84,0.444,3.6,11.985,,1,0.375,2
B4 SH,ALEXANDER D,3011.5,83.79,0.438,4,12.38,,1,0.333,2
B4 SH,ALEXANDER D,3012,84.57,0.438,4.3,12.78,,1,0.292,2
B4 SH,ALEXANDER D,3012.5,85.68,0.431,4.4,13.26,,1,0.25,2
B4 SH,ALEXANDER D,3013,86.46,0.431,5.2,14.46,,1,0.208,2
B4 SH,ALEXANDER D,3013.5,86.45,0.431,7,16.615,,1,0.167,2
B4 SH,ALEXANDER D,3014,85.52,0.431,9.1,17.94,,1,0.125,2
B4 SH,ALEXANDER D,3014.5,65.56,0.441,9.3,18.225,,1,0.083,2
B4 SH,ALEXANDER D,3015,43.49,0.549,6.3,17.055,,1,0.042,2
B4 LM,ALEXANDER D,3015.5,31.57,0.617,-0.1,14.37,,2,1,8
B4 LM,ALEXANDER D,3016,29.3,0.621,-2.3,13.62,,2,0.833,8
B4 LM,ALEXANDER D,3016.5,27.9,0.627,-0.6,12.335,,2,0.667,8
B4 LM,ALEXANDER D,3017,40.33,0.627,1.3,11.47,,2,0.5,8
B4 LM,ALEXANDER D,3017.5,54.83,0.627,3.5,11.895,,2,0.333,8
B4 LM,ALEXANDER D,3018,69.32,0.617,12.1,16.105,,2,0.167,8
B5 SH,ALEXANDER D,3018.5,83.21,0.594,14.4,19.345,,1,1,3
B5 SH,ALEXANDER D,3019,91.02,0.494,13.3,21.48,,1,0.875,3
B5 SH,ALEXANDER D,3019.5,95.68,0.378,9.7,22.44,,1,0.75,3
B5 SH,ALEXANDER D,3020,98.58,0.356,9.4,23.4,,1,0.625,3
B5 SH,ALEXANDER D,3020.5,97.21,0.33,11.6,24.03,,1,0.5,3
B5 SH,ALEXANDER D,3021,94.91,0.318,12.9,23.59,,1,0.375,3
B5 SH,ALEXANDER D,3021.5,90.57,0.312,12.3,23.56,,1,0.25,3
B5 SH,ALEXANDER D,3022,81.18,0.324,11.1,23.74,,1,0.125,3
B5 LM,ALEXANDER D,3022.5,43.14,0.34,0.6,16.815,,2,1,8
B5 LM,ALEXANDER D,3023,33.38,0.36,4.2,15.15,,2,0.967,8
B5 LM,ALEXANDER D,3023.5,29.88,0.38,6,15.305,,2,0.933,8
B5 LM,ALEXANDER D,3024,28.03,0.354,6.6,15.51,,2,0.9,8
B5 LM,ALEXANDER D,3024.5,27.17,0.336,6.5,15.77,,2,0.867,8
B5 LM,ALEXANDER D,3025,26.22,0.305,4.1,17.315,,2,0.833,8
B5 LM,ALEXANDER D,3025.5,24.5,0.243,3,18.23,,2,0.8,8
B5 LM,ALEXANDER D,3026,22.65,0.179,2,18.72,,2,0.767,8
B5 LM,ALEXANDER D,3026.5,19.4,0.158,1.1,18.76,,2,0.733,8
B5 LM,ALEXANDER D,3027,17.21,0.155,-0.5,18.505,,2,0.7,8
B5 LM,ALEXANDER D,3027.5,14.82,0.158,-1.4,17.86,,2,0.667,8
B5 LM,ALEXANDER D,3028,13.34,0.17,-0.2,16.15,,2,0.633,8
B5 LM,ALEXANDER D,3028.5,14.37,0.188,1.1,14.38,,2,0.6,8
B5 LM,ALEXANDER D,3029,16.58,0.236,1.7,12.975,,2,0.567,8
B5 LM,ALEXANDER D,3029.5,19.36,0.342,1.7,11.93,,2,0.533,8
B5 LM,ALEXANDER D,3030,22.13,0.417,2.2,11.195,,2,0.5,6
B5 LM,ALEXANDER D,3030.5,24.46,0.441,3.7,10.44,,2,0.467,6
B5 LM,ALEXANDER D,3031,27.42,0.452,4.8,10.075,,2,0.433,6
B5 LM,ALEXANDER D,3031.5,31.51,0.452,6.1,10.06,,2,0.4,6
B5 LM,ALEXANDER D,3032,36.65,0.452,6.9,10.375,,2,0.367,7
B5 LM,ALEXANDER D,3032.5,42.07,0.452,7.3,10.785,,2,0.333,7
B5 LM,ALEXANDER D,3033,44.85,0.464,6.9,11.1,,2,0.3,8
B5 LM,ALEXANDER D,3033.5,43.82,0.487,3.2,12.825,,2,0.267,8
B5 LM,ALEXANDER D,3034,42.31,0.504,3.2,12.595,,2,0.233,8
B5 LM,ALEXANDER D,3034.5,45.53,0.52,3.7,11.585,,2,0.2,8
B5 LM,ALEXANDER D,3035,53.57,0.524,3.7,10.93,,2,0.167,6
B5 LM,ALEXANDER D,3035.5,58.75,0.519,3.8,10.71,,2,0.133,5
B5 LM,ALEXANDER D,3036,62.45,0.5,3.7,10.68,,2,0.1,6
B5 LM,ALEXANDER D,3036.5,64.3,0.476,6.7,12.145,,2,0.067,8
B5 LM,ALEXANDER D,3037,83.36,0.43,10.6,14.415,,2,0.033,8
C SH,ALEXANDER D,3037.5,99.93,0.377,13,19.93,,1,1,3
C SH,ALEXANDER D,3038,107.9,0.35,10.7,23.79,,1,0.981,3
C SH,ALEXANDER D,3038.5,109.79,0.338,10.3,24.205,,1,0.962,3
C SH,ALEXANDER D,3039,107.46,0.338,8.9,23.415,,1,0.943,3
C SH,ALEXANDER D,3039.5,104.2,0.364,8.8,21.355,,1,0.925,3
C SH,ALEXANDER D,3040,100.89,0.403,8.5,19.2,,1,0.906,3
C SH,ALEXANDER D,3040.5,96.81,0.436,9.1,18.54,,1,0.887,3
C SH,ALEXANDER D,3041,93.52,0.45,10.1,18.555,,1,0.868,3
C SH,ALEXANDER D,3041.5,91.17,0.464,9.5,19.16,,1,0.849,3
C SH,ALEXANDER D,3042,91.16,0.48,7,20.555,,1,0.83,3
C SH,ALEXANDER D,3042.5,91.16,0.498,7,20.82,,1,0.811,3
C SH,ALEXANDER D,3043,90.22,0.511,9.2,20.195,,1,0.792,3
C SH,ALEXANDER D,3043.5,88.76,0.513,11.7,19.065,,1,0.774,3
C SH,ALEXANDER D,3044,87.23,0.525,10.5,18.955,,1,0.755,3
C SH,ALEXANDER D,3044.5,86.48,0.528,7.5,19.295,,1,0.736,3
C SH,ALEXANDER D,3045,86.01,0.528,4.6,19.375,,1,0.717,2
C SH,ALEXANDER D,3045.5,86.01,0.522,5.6,17.82,,1,0.698,2
C SH,ALEXANDER D,3046,86,0.516,8.9,15.975,,1,0.679,2
C SH,ALEXANDER D,3046.5,87.85,0.516,12,14.545,,1,0.66,2
C SH,ALEXANDER D,3047,90.4,0.522,13,14.125,,1,0.642,2
C SH,ALEXANDER D,3047.5,92.34,0.56,13.1,13.93,,1,0.623,2
C SH,ALEXANDER D,3048,93.96,0.592,12.6,13.6,,1,0.604,2
C SH,ALEXANDER D,3048.5,94.35,0.607,11.9,13.58,,1,0.585,2
C SH,ALEXANDER D,3049,93.85,0.607,11,13.95,,1,0.566,2
C SH,ALEXANDER D,3049.5,92.45,0.607,9.3,14.73,,1,0.547,2
C SH,ALEXANDER D,3050,91.43,0.613,10,14.335,,1,0.528,2
C SH,ALEXANDER D,3050.5,90.38,0.603,10.8,13.985,,1,0.509,2
C SH,ALEXANDER D,3051,91.31,0.592,11.9,14.05,,1,0.491,2
C SH,ALEXANDER D,3051.5,94.47,0.582,12.7,14.2,,1,0.472,2
C SH,ALEXANDER D,3052,95.67,0.575,13.6,14.39,,1,0.453,2
C SH,ALEXANDER D,3052.5,95.66,0.584,13.7,14.61,,1,0.434,2
C SH,ALEXANDER D,3053,94.72,0.593,13.2,14.95,,1,0.415,2
C SH,ALEXANDER D,3053.5,93.76,0.588,11.4,14.8,,1,0.396,2
C SH,ALEXANDER D,3054,91.57,0.581,10.6,14.75,,1,0.377,2
C SH,ALEXANDER D,3054.5,88.82,0.581,11.3,13.885,,1,0.358,2
C SH,ALEXANDER D,3055,88.2,0.575,11.2,13.455,,1,0.34,2
C SH,ALEXANDER D,3055.5,89.12,0.568,11.1,13.295,,1,0.321,2
C SH,ALEXANDER D,3056,89.11,0.562,11.4,13.205,,1,0.302,2
C SH,ALEXANDER D,3056.5,89.68,0.559,11.8,14.08,,1,0.283,2
C SH,ALEXANDER D,3057,95.2,0.553,9.3,15.595,,1,0.264,2
C SH,ALEXANDER D,3057.5,100.38,0.533,7,16.775,,1,0.245,2
C SH,ALEXANDER D,3058,100.69,0.502,5.6,17.655,,1,0.226,2
C SH,ALEXANDER D,3058.5,101.17,0.48,9.3,17.035,,1,0.208,2
C SH,ALEXANDER D,3059,105.79,0.45,13.6,17.85,,1,0.189,2
C SH,ALEXANDER D,3059.5,110.42,0.431,14.7,18.84,,1,0.17,3
C SH,ALEXANDER D,3060,115.02,0.408,15.2,19.66,,1,0.151,3
C SH,ALEXANDER D,3060.5,118.87,0.394,12.1,20.855,,1,0.132,3
C SH,ALEXANDER D,3061,120.98,0.389,8,20.965,,1,0.113,3
C SH,ALEXANDER D,3061.5,120.17,0.382,8.7,19.085,,1,0.075,3
C SH,ALEXANDER D,3062,118.88,0.384,10.7,19.515,,1,0.057,3
C SH,ALEXANDER D,3062.5,117.37,0.407,9.4,20.135,,1,0.038,3
C SH,ALEXANDER D,3063,112.94,0.438,7.4,21.47,,1,0.019,3
C LM,ALEXANDER D,3063.5,104.72,0.468,5.8,22.55,,2,1,5
C LM,ALEXANDER D,3064,93.17,0.498,5.1,23.07,,2,0.991,8
C LM,ALEXANDER D,3064.5,82.73,0.559,5.6,19.8,,2,0.983,8
C LM,ALEXANDER D,3065,71.43,0.687,1.3,10.76,,2,0.974,8
C LM,ALEXANDER D,3065.5,52.48,0.923,0.9,6.66,,2,0.966,8
C LM,ALEXANDER D,3066,29.52,0.898,0.6,6.32,,2,0.957,8
C LM,ALEXANDER D,3066.5,20.23,0.857,0.6,6.24,,2,0.948,8
C LM,ALEXANDER D,3067,19.76,0.801,0.6,6.4,,2,0.94,6
C LM,ALEXANDER D,3067.5,20.21,0.76,0.8,6.82,,2,0.931,6
C LM,ALEXANDER D,3068,21.11,0.721,0.6,8.14,,2,0.922,6
C LM,ALEXANDER D,3068.5,28.3,0.78,0.2,9.295,,2,0.914,6
C LM,ALEXANDER D,3069,33.2,0.86,2.1,8.725,,2,0.905,5
C LM,ALEXANDER D,3069.5,34.58,0.844,3.6,7.585,,2,0.897,8
C LM,ALEXANDER D,3070,35.04,0.827,3.5,6.925,,2,0.888,8
C LM,ALEXANDER D,3070.5,31.78,0.809,3.7,6.7,,2,0.879,8
C LM,ALEXANDER D,3071,25.36,0.78,3.8,6.585,,2,0.871,6
C LM,ALEXANDER D,3071.5,24.34,0.724,6,7.545,,2,0.862,6
C LM,ALEXANDER D,3072,24.38,0.644,8,9.3,,2,0.853,7
C LM,ALEXANDER D,3072.5,25.72,0.601,6.7,10.78,,2,0.845,7
C LM,ALEXANDER D,3073,31.28,0.594,6.9,10.86,,2,0.836,7
C LM,ALEXANDER D,3073.5,33.13,0.607,6.8,10.785,,2,0.828,7
C LM,ALEXANDER D,3074,33.13,0.627,5.4,10.165,,2,0.819,7
C LM,ALEXANDER D,3074.5,33.28,0.658,3.3,9.935,,2,0.81,7
C LM,ALEXANDER D,3075,35.32,0.697,1.6,9.495,,2,0.802,7
C LM,ALEXANDER D,3075.5,39.73,0.732,2,8.185,,2,0.793,7
C LM,ALEXANDER D,3076,44.71,0.78,3.7,7.35,,2,0.784,6
C LM,ALEXANDER D,3076.5,47.02,0.859,4.9,7.025,,2,0.776,6
C LM,ALEXANDER D,3077,47.48,0.895,6.4,7.11,,2,0.767,6
C LM,ALEXANDER D,3077.5,47.67,0.914,6.6,6.95,,2,0.759,6
C LM,ALEXANDER D,3078,48.06,0.92,6.5,7.035,,2,0.75,6
C LM,ALEXANDER D,3078.5,48.06,0.92,6.5,7.035,,2,0.75,6
C LM,ALEXANDER D,3079,50.2,0.92,6.4,7.17,,2,0.741,6
C LM,ALEXANDER D,3079.5,54.42,0.92,6.2,7.405,,2,0.733,6
C LM,ALEXANDER D,3080,55.8,0.919,5.5,7.825,,2,0.724,5
C LM,ALEXANDER D,3080.5,53.94,0.919,4.5,8.11,,2,0.716,5
C LM,ALEXANDER D,3081,51.81,0.919,3.3,8.435,,2,0.707,5
C LM,ALEXANDER D,3081.5,49.4,0.913,3,8.51,,2,0.698,5
C LM,ALEXANDER D,3082,47.78,0.913,3.3,8.385,,2,0.69,5
C LM,ALEXANDER D,3082.5,46.95,0.906,4.6,8.06,,2,0.681,5
C LM,ALEXANDER D,3083,47.4,0.906,5.2,8.07,,2,0.672,5
C LM,ALEXANDER D,3083.5,48.32,0.9,5.4,8.265,,2,0.664,5
C LM,ALEXANDER D,3084,49.07,0.897,4.3,9,,2,0.655,5
C LM,ALEXANDER D,3084.5,50.13,0.897,2.5,9.66,,2,0.647,5
C LM,ALEXANDER D,3085,51.38,0.902,3.5,9.08,,2,0.638,6
C LM,ALEXANDER D,3085.5,52.62,0.913,4.7,8.5,,2,0.629,6
C LM,ALEXANDER D,3086,54.33,0.925,5,8.235,,2,0.621,6
C LM,ALEXANDER D,3086.5,56.18,0.937,4.8,8.01,,2,0.612,6
C LM,ALEXANDER D,3087,57.56,0.942,4.2,8.02,,2,0.603,6
C LM,ALEXANDER D,3087.5,59.25,0.942,3.6,8.03,,2,0.595,6
C LM,ALEXANDER D,3088,61.36,0.942,3.5,8.105,,2,0.586,6
C LM,ALEXANDER D,3088.5,63.92,0.936,5.3,7.895,,2,0.578,6
C LM,ALEXANDER D,3089,67.46,0.932,7,7.805,,2,0.569,6
C LM,ALEXANDER D,3089.5,72.85,0.907,8.5,7.94,,2,0.56,6
C LM,ALEXANDER D,3090,84.46,0.879,10.1,8.63,,2,0.552,6
C LM,ALEXANDER D,3090.5,98.11,0.843,10.7,9.26,,2,0.543,6
C LM,ALEXANDER D,3091,115.09,0.816,10.7,9.59,,2,0.534,5
C LM,ALEXANDER D,3091.5,128.3,0.792,10.1,9.835,,2,0.526,5
C LM,ALEXANDER D,3092,128.3,0.792,10.1,9.835,,2,0.526,4
C LM,ALEXANDER D,3092.5,141.19,0.781,7,10.78,,2,0.517,4
C LM,ALEXANDER D,3093,168.43,0.781,2.2,12.9,,2,0.509,4
C LM,ALEXANDER D,3093.5,159.61,0.781,1.3,13.73,,2,0.5,4
C LM,ALEXANDER D,3094,146.35,0.78,2.4,13.675,,2,0.491,4
C LM,ALEXANDER D,3094.5,137.77,0.78,3.2,13.37,,2,0.483,4
C LM,ALEXANDER D,3095,110.36,0.78,3.9,13.145,,2,0.474,4
C LM,ALEXANDER D,3095.5,93.18,0.78,4.7,13,,2,0.466,4
C LM,ALEXANDER D,3096,78.74,0.778,5.3,12.895,,2,0.457,4
C LM,ALEXANDER D,3096.5,71.43,0.766,5.2,12.635,,2,0.448,4
C LM,ALEXANDER D,3097,69.7,0.754,4.4,12.68,,2,0.44,4
C LM,ALEXANDER D,3097.5,69.01,0.736,4.2,13.25,,2,0.431,4
C LM,ALEXANDER D,3098,68.54,0.719,4.8,13.905,,2,0.422,4
C LM,ALEXANDER D,3098.5,68.53,0.7,6,14.32,,2,0.414,4
C LM,ALEXANDER D,3099,69,0.694,6.6,14.4,,2,0.405,4
C LM,ALEXANDER D,3099.5,69.27,0.687,6.8,14.28,,2,0.397,4
C LM,ALEXANDER D,3100,69.91,0.68,6.7,14.21,,2,0.388,4
C LM,ALEXANDER D,3100.5,70.99,0.678,6.7,14.48,,2,0.379,4
C LM,ALEXANDER D,3101,71.95,0.674,7,15.205,,2,0.371,4
C LM,ALEXANDER D,3101.5,73.74,0.672,7.1,15.8,,2,0.362,4
C LM,ALEXANDER D,3102,77.33,0.668,6.9,15.985,,2,0.353,4
C LM,ALEXANDER D,3102.5,82.89,0.667,7.1,15.925,,2,0.345,4
C LM,ALEXANDER D,3103,91.25,0.667,7.3,15.86,,2,0.336,4
C LM,ALEXANDER D,3103.5,96.66,0.663,7.9,16.08,,2,0.328,4
C LM,ALEXANDER D,3104,99.78,0.668,8.5,16.695,,2,0.319,4
C LM,ALEXANDER D,3104.5,100.52,0.698,10,16.165,,2,0.31,4
C LM,ALEXANDER D,3105,100.52,0.697,10.3,16.085,,2,0.302,4
C LM,ALEXANDER D,3105.5,99.28,0.697,8.1,15.16,,2,0.293,4
C LM,ALEXANDER D,3106,96.61,0.697,5.5,14.04,,2,0.284,4
C LM,ALEXANDER D,3106.5,87.87,0.696,3.2,13.055,,2,0.276,4
C LM,ALEXANDER D,3107,74.49,0.702,2.2,12.83,,2,0.267,6
C LM,ALEXANDER D,3107.5,66.13,0.703,3.6,11.6,,2,0.259,6
C LM,ALEXANDER D,3108,67.05,0.72,7.9,11.32,,2,0.25,6
C LM,ALEXANDER D,3108.5,75.94,0.687,12.6,12.935,,2,0.241,6
C LM,ALEXANDER D,3109,90.7,0.625,15.2,14.45,,2,0.233,4
C LM,ALEXANDER D,3109.5,101.41,0.55,16.8,15.515,,1,0.224,2
C LM,ALEXANDER D,3110,105.12,0.489,18.2,16.625,,1,0.216,2
C LM,ALEXANDER D,3110.5,107.1,0.43,17.7,17.06,,1,0.207,2
C LM,ALEXANDER D,3111,103.88,0.393,14.7,18.785,,1,0.198,2
C LM,ALEXANDER D,3111.5,97.63,0.356,11.6,18.98,,1,0.19,2
C LM,ALEXANDER D,3112,30.78,0.283,1.3,17.555,,2,0.164,8
C LM,ALEXANDER D,3112.5,24.65,0.262,0.8,17.925,,2,0.155,8
C LM,ALEXANDER D,3113,23.36,0.243,3.9,16.51,,2,0.147,8
C LM,ALEXANDER D,3113.5,27.77,0.23,6.6,15.915,,2,0.138,8
C LM,ALEXANDER D,3114,32.19,0.238,6.8,15.845,,2,0.129,8
C LM,ALEXANDER D,3114.5,36.6,0.243,6.7,15.605,,2,0.121,8
C LM,ALEXANDER D,3115,41.01,0.253,4.5,15.51,,2,0.112,8
C LM,ALEXANDER D,3115.5,45.42,0.265,0.9,14.905,,2,0.103,8
C LM,ALEXANDER D,3116,49.83,0.288,-1.7,13.62,,2,0.095,8
C LM,ALEXANDER D,3116.5,54.24,0.318,-2.7,12.285,,2,0.086,8
C LM,ALEXANDER D,3117,58.65,0.408,-4.2,10.255,,2,0.078,8
